Cliente;Login;Endereco;Numero;Bairro;Cidade;Estado
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CSF_NOVO_RECANTO;Rua Joao Paulo II;300; Quadra 4; Novo Recanto; Sobral - CE
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CSF_JUNCO;Av. John Sanford;1320; Junco; Sobral - CE;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CSF_JORDAO;Avenida Onofre Gomes Oliveira; 06 - Jordão;;;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CSF_JAIBARAS;Rua Tupy; 65 - Alto Alegre - Jaibaras;;;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CSF_EXPECTATIVA;Rua Eva;165; Alto da Expectativa; Sobral - CE;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CSF_ESTACAO;Rua Pintor Lemos; 877 - Estacao; Sobral - CE;;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CSF_DOM_EXPEDITO;Rua Helio Arruda Coelho;172; Dom Expedito; Sobral - CE;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CSF_CONJ_SANTO_ANTONIO;Rua Santa Marta;366; Conj Santo Antonio; Sobral - CE;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CSF_COHAB_III;Rua Raimundo Humberto Mendes Carneiro;166; CohabIII; Sobral - CE;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CSF_COHAB_II;Rua Artemizia 325; Cohab II; Sobral - CE;;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CSF_COELCE;Rua Senador Ermirio de Morais;324; Coelce; Sobral - CE;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CSF_CENTRO;Rua Viriato de Medeiros; N°655; Bairro: Centro; Sobral/CE;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CSF_CARACARA;José Teles Gonçalves FNS 04 - Centro - Caracará.;;;;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CSF_CAMPO_DOS_VELHOS;Rua Coronel Mont'Alverne; s/n - Campo dos Velhos;;;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CSF_CAIOCA;Rua do Bueiro; SN - Caioca;;;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CSF_CAICARA;Rua Jandaia;55; Cidade José Euclides Ferreira Gomes Júnior - Residencial Nova Caicara; Sobral; CE
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CSF_CAIC;Av. Dr. Paulo de Almeida Sanford;1080; Alto da BrasIlia; Sobral - CE;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CSF_BONFIM;Avenida Manoel Calixto; SN - Bonfim;;;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CSF_BILHEIRA;Rodovia Joaquim Barreto Lima; CE 362 - Bilheira;;;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CSF_BARACHO;Rua Central; s/n - Baracho;;;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CSF_APRAZIVEL;Avenida Deputado Murilo Aguiar; nº 98 - Aprazível;;;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CSF_ALTO_DO_CRISTO;Rua Maria Monte;75; Alto do Cristo; Sobral - CE;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;COORDENADORIA_ADMINISTRATIVA;Rua Deputado João Adeodato; 450 - Centro - Sobral-ce;;;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CEREST_FARMES;Rua Anahid de Andrade;373; Centro; Sobral/CE - SEDE DA SMS;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CEO/CEM_SMS;Av. Lucia Saboia;314; Centro; Sobral/CE;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CENTRO_DE_SAUDE_DA_FAMILIA_DE_ARACATIACU;RUA FILADELFIA; S/N - ARACATIACU;;;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CENTRO_DE_REABILITACAO_CSF_TAMARINDO;Rua Anahid Andrade;184; Tamarindo; Sobral/CE;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CAPS_AD_SMS;Trav. Viriato de Medeiros; S/N; Campo dos Velhos; Sobral/CE;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;CAF;Rua Vereador Raimundo Donizete;15; Junco; Sobral/CE;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;APOIO_VASSOURAS;Rua Antonino Nel; S/N; Vassouras; Taperuaba/ Sobral- CE;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;APOIO_SAO_FRANCISCO;Sítio São Francisco;;;;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;APOIO_CONTENDAS_SITIO_CONTENDAS;Rodovia Raimundo do Carmo Arruda; nº 129 - Jordão;;;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;APOIO_BARRAGEM;Rua Manoel Rodrigues número 23 Q22 (Conhecida como Rua da MANGA) - Jaibaras;;;;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;ACADEMIA_DA_SAUDE_COHAB_III;Rua Raimundo Humberto Mendes Carneiro;225; Cohab III; Sobral - CE;
FUNDO MUNICIPAL DE SAUDE DE SOBRAL;ACADEMIA_DA_SAUDE;Rua Prefeito Jeronimo Prado;84; Dom Jose; Sobral - CE;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;PSF_ALENCAR_II;PRAÇA SANTANA MONTENEGRO/SN DISTR ITO;;;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;PSF_BAU;SITÍO BAÚ/SN;;;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;PSF_AROEIRAS;SITÍO AROEIRA; ALENCAR/SN;;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;PSF_VILAPENHA;VILA PENHA/SN;;;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_GADELHA;VILA GADELHA; SN;;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_JOAOPAULO_II;TRAVESSA 09 DE NOVEMBRO; SN; JOAO PAULO;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;SECRETARIA_DE_SAUDE;AV RUI BARBOSA;;;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;CAF_SAUDE;Rua Júlio Cavalcante;721; Bairro Tabuleiro;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ALMOXARIFADO_e_CEMI_SAUDE;RUA TREZE DE MAIO;50; PLANALTO;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_JARDIMOASIS;RUA SILVIO AMARO; SN; JARDIM OASIS;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;CAPS_AD;RUA BRIGADEIRO EDUARDO GOMES; Nº 139 - BAIRRO PLANALTO;;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_FOMENTO;RUA OSCAR SALVINO DE MACEDO; SN; FOMENTO;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_VENEZA;RUA NELSON DE SOUZA ALENCAR; SN; VENEZA;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_ERNANIBARREIRA;RUA MARCIO NOGUEIRA; SN; FLORES;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;CAPS_I;RUA JULIO CAVALCANTE;708; TABOLEIRO;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;CEMEAR;RUA JOSE MENDONCA; SN; CENTRO;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_VILAMOURA;RUA JOSE EDILVO CAVALCANTE LIMA; SN; VILA MOURA;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_VILACENTENARIO;RUA GOV PLACIDO CASTELO; SN; VILA CENTENARIO;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_AREIAS;RUA F; SN; AREIAS;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;VIGILANCIA_SANITARIA;RUA EPITÁCIO PESSOA; SN; CENTRO;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;CENTRO_DE_REABILITACAO;RUA CEL VIRGILIO CORREIA;496; CENTRO;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;RESIDENCIA_TERAPEUTICA;RUA CARLOS COLARES;10; ESPLANADA;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_RENEHOLANDA;RUA ANTONIO RODRIGUES QUINDERE; SN; COCOBO;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;SAMU_INSTITUICAO;RUA ANTONIO MENDONCA; SN; PLANALTO;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_SANTOANTONIO;RUA ALFREDO LEOPOLDO;690; SANTO ANTONIO;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_ALTODOJUCA;RUA 27 DE NOVEMBRO; SN; PRADO;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;CAPS_IINFANTIL;Rua Deoclécio Bezerra; S/N; Bairro Planalto;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;UPA_INSTITUICAO;RUA 25 DE MARCO; SN; PARANA;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_COHAB;RUA 109; SN; COHAB II;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ZOONOZES;RODOVIA ADIL DE MENDONCA; SN; FOMENTO;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_NOVOTEMPO;RESIDENCIAL DOM MAURO; SN; GADELHA;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_SUASSURANA;RUA SAO JOAO BATISTA; SN; SUASSURANA;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_NOVOIGUATU;RADIALISTA ANTONIO CAVALCANTE; SN; NOVO IGUATU;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_SANTAROSA;SITIO SANTA ROSA; SN;;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_RIACHOVERMELHO;SITIO RIACHO VERMELHO; SN;;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_GAMELEIRA;SITIO GAMELEIRA; SN;;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_CAJAS;SITIO CAJAS; SN;;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_BARREIRAS;BARREIRAS DOS PARAIBANOS; SN;;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_ALENCARI;SITIO ESTRADA; SN;;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_NOVOALTIPLANO;PASTOR FRANCISCO BEZERRA;315; ALTIPLANO;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_CHAPADINHA;ESTRADA P/ JOSE DE ALENCAR; SN; CHAPADINHA;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_ADILUCHOA;DEOCLECIANO BEZERRA; SN; PLANALTO;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_BARROALTO;BARRO ALTO; SN;;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_CAJAZEIRAS;AVENIDA ARI ALEXANDRE BRASIL; SN; CAJAZEIRAS;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESPI_SAUDE;AV DEOCLECIO LIMA VERDE; SN; AREIAS;;
FUNDO MUNICIPAL DE SAÚDE DE IGUATU;ESF_VILANEUMA;AV AMALIA BRASIL;118; VILA NEUMA;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_MARIASELVITABEZERRA;VILA PENHA;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_JOAQUIMDESOUZAPINTO;VILA CAJAZEIRAS;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_LUIZVIEIRADAMOTA;VARJOTA;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_NOSSADOPERPETUOSOCORRO;TRAV. WILTON CORREIA LIMA; S/N - PRADO;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;CEI_FRANCISCACORREIA_BRAGACOURAS;RUA VEREADOR LUÍZ BARRETO; S/N;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;SECRETARIADEEDUCACAO_MERENDA;RUA T; S/N - AREIAS II;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;CEI_PROARES;RUA SOUZA ALEXANDRE; 80 - VILA NEUMA;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_JOAOPAULINODEARAUJO;RUA SILVIO AMARO; S/N - JARDIN OÁSIS;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_FCODASGRACASALVESBERTO_CAIC;RUA SANTA LUZIA; S/N - JOÃO PAULO II;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;CEI_ENNYAKEYSEARAUJOLIMA;RUA PROJETADA; S/N - NOVO IGUATU;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;CEI_DRJOSEMENDONCANETO;RUA PROJETADA; S/N - JOÃO PAULO II;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;CEI_JEFTONCHAGASNETO;RUA PROJETADA; S/N - CHAPADINHA;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_JUDITECAVALCANTESILVA;RUA PROJETADA; S/N - CHAPADINHA;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;CEI_ADERILOANTUNESALCANTARA;RUA PAULINO JOSÉ DA SILVA; S/N - ALTIPLANO;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;CENTROEDUCACIONAL_PADREJANUARIOCAMPOS;RUA MÔNICA TEIXEIRA PEIXOTO; S/N - COHAB III;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_CLARAALVESDEARAUJO;RUA JOSÉ VIEIRA BARBOSA; S/N - VILA COQUEIRO;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_MARTAMARIASOBREIRA;RUA FRANCISCO HOLANDAMONTENEGRO; S/N - ALENCAR;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;CEI_RAFAELJEANGONCALVES;RUA FRANCISCO G MONTEIRO; S/N - COHAB I;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;CONSELHO_MUNICIPALDEEDUCACAO;RUA FLORIANO PEIXOTO; 474 - CENTRO;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_CARLOTATAVORA;RUA ENGENHEIRO BARRETO; S/N - FLORES;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_MARIAPACIFICOGUEDES;RUA DR. JOÃO PESSOA; 887 - CENTRO;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_JOSEERITONBARROSCOSTA;RUA APULCRO LIMA VERDE; 334 - ALTO DO JUCA;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;CEI_MARIAEUNICEROCHA;RUA AMALIA BRASIL; S/N - VILA MOURA;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_PROF_ALBAARAUJO;RUA AMALIA BRASIL; 363 - VILA MOURA;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;CAEE_EDUCACAO;RUA 7 DE SETEMBRO; 49 - MORENÃO;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;PROG_FEDERAIS_SECRETARIADEEDUCACAO;RUA 15 DE NOVEMBRO; 606 - CENTRO;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;GABINETE_SECRETARIADEEDUCACAO;RUA 15 DE NOVEMBRO; 606 - CENTRO;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;PEDAGOGICO_SECRETARIADEEDUCACAO;RUA 15 DE NOVEMBRO; 606 - CENTRO;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;SECRETARIADEEDUCACAO_E_SALA_RHRUA15DENOVEMBRO;RUA 15 DE NOVEMBRO; 606 - CENTRO;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;Polo_EAD_UFCA;Rua Deoclécio Lima Verde S/N Areias I;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;SECRETARIADEEDUCACAO_ALMOXARIFADO;RUA DEOCLÉCIO LIMA VERDE; S/N - AREIAS I;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;CEI_CRIANCAFELIZ;RUA FRANCISCO HOLANDA DISTRITO ALENCAR;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_MARIAIRISMARMORENOMATOS;SUASSURANA;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_SAOSEBASTIAO;VILA BARRO ALTO;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_AMELIAFIGUEREDOSADELAVOR;BRAVO;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_BEVENUTOALVESDASILVA;QUIXOÁ;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;CEI_MANUELGUEDESDECARVALHO;GADELHA;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF.JOAOROCHAFIALHO;GADELHA;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_ANTONIOCIPRIANO;BARREIRAS DOS PARAIBANOS;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_ANTONIOCIRILO;BAÚ;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_DOMINGOSFELIXTEIXEIRA;MORADA NOVA;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_JEREMIASFELIPE;MORADA NOVA;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_OSMINDOMANGUEIRA;BARROCAS;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_JOSECARDOSODEARAUJO;AROEIRAS;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_ONELIAPEREIREDELAVOR;ESTRADA;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_JOSEPEREIRALOPES;CAJÁS;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_LUIZABEZERRADESOUZA;FOMENTO;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_TOMEDESOUZA;SERROTE;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_FRANCISCOSEBASTIAO;SANTA ROSA II;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_JOSEHONORIOCAVALCANTE;BARRA II;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_ANTONIAMARIADASNEVES;BARRA II;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_MARIOPARENTETEOFILO;CARDOSO I;;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;CEI-_MARIAHILDAROLIM;AVENIDA DÁRIO RABELO; S/N - SANTO ANTÔNIO;;;
FUNDO MUNICIPAL DE EDUCAÇÃO DE IGUATU;EEF_ELZELIMAVERDEMONTENEGRO;AVENIDA DÁRIO RABELO; 900 - COCOBÓ;;;
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IGUATU;ESCUTA_ESPECIALIZADA;RUA MARTINS SOARES MORENO; 476 - CENTRO.;;;
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IGUATU;CRASIV_IRISMEIRESIQUEIRALOPES;RUA PADRE CICERO S/N; JOÃO PAULO II;;;
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IGUATU;CRASI_AGUIMARMENDONCA;RUA VIRGOVINO MANUEL LEITE; N°03; VILA MOURA;;
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IGUATU;CENTRO_DE_ESPORTES;RUA PE. CÍCERO; S/N - JOÃO PAULO II.;;;
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IGUATU;CONSELHO_TUTELAR;RUA MARTINS SOARES MORENO; 476 - CENTRO.;;;
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IGUATU;COZINHA_COMUITARIA_DULCERICARTE;RUA JOSÉ CAEIRA DE ARAÚJO; 398 - BAIRRO AREIAS II.;;;
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IGUATU;CASA_DO_CIDADAO_IGUATU;Avenida Engenheiro Wilton Correia Lima; S/N - Prado.;;;
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IGUATU;CRASV_COHAB;R. Guilhardo Gomes de Araújo; 1467-1311 - COHAB III; Iguatu - CE; 63500-000;
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IGUATU;CENTRODEREFERENCIA_DA_MULHERDEIGUATU_CRMI;R. Guilhardo Gomes de Araújo; 1467-1311 - COHAB III; Iguatu - CE; 63500-000;
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IGUATU;CRASVI_JOSEDEALENCAR;RUA BELO HORIZONTE; S/N - DISTRITO DE ALENCAR .;;;
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IGUATU;UNIDADE_DE_ACOLHIMENTO;RUA ENGENHEIRO WILTON CORREIA LIMA; S/N - PRADO.;;;
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IGUATU;CRASII_ANTONIOBEZERRADEMELO;RUA 12 DE OUTUBRO; S/N - BAIRRO PARANÁ (POR TRÁS DO ANTIGO TIRO DE GUERRA).;;;
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IGUATU;POLODECONVIVENCIASOCIAL_MARIARODRIGUESQUINDERE;R. ANTÔNIO A DE ARAÚJO; 431 - AREIAS II;;;
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IGUATU;PRACAPEC;NOVO IGUATU; PROXIMO AO CONJUNTO HABITACIONAL FRANCQUINHA COELEHO;;;
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IGUATU;Assistencia_AVENGENHEIROWILTONCORREIALIMA;RUA GUILHARDO GOMES DE ARAÚJO; S/N - COHAB II; IGUATU - CE;;
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IGUATU;CRASIII_SANTOANTONIO;AV. DÁRIO RABELO; S/N - BAIRRO SANTO ANTÔNIO (ANTIGO ABC).;;;
MUNICIPIO DE IGUATU;PREDIO_AvDarioRabelo;Av. Dário Rabêlo; 933 - Cocobó; Iguatu - CE; 63502-253;
MUNICIPIO DE IGUATU;SecretariadeSEDA_PredioBugi;Rua José de Alencar; s/n; Bairro Bugi.;;
MUNICIPIO DE IGUATU;SecretariadeTransito;Rua Adeodato Matos Cavalcante 63; Iguatu - CE; 63500-388;;
MUNICIPIO DE IGUATU;Secretaria_Esporte;R. Profa. Maria Rosa Gouvêia; 200-352 - Sete de Setembro; Iguatu - CE; 63500-000;
MUNICIPIO DE IGUATU;SEGOV_SALADELICITACAO_PrefeituradeIguatu;R. Guilhardo Gomes de Araújo; 1467-1311 - COHAB III; Iguatu - CE; 63500-000;
MUNICIPIO DE IGUATU;SECRETARIA_FAZENDA_1GIGA;R. Guilhardo Gomes de Araújo; 1467-1311 - COHAB III; Iguatu - CE; 63500-000;
MUNICIPIO DE IGUATU;SecretariaCultura;R. 21 de Abril S/N - Prado; Iguatu - CE; 63500-000;;
MUNICIPIO DE IGUATU;SecretariadeSPM;R. 15 de novembro; S/N Bairro Flores; Iguatu - CE; 63500-000;
MUNICIPIO DE IGUATU;SECRETARIA_INFRAESTRUTURA_AvMalCasteloBranco;Av. Mal. Castelo Branco; 2-80 - Lot. Lagoa Park; Iguatu - CE; 63500-000;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Roraima;INSS_BOAVISTA_AVENIDAVILLEROY;Avenida Ville Roy 5112 São Francisco 69306665;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Roraima;INSS_BOAVISTA_AV.MARIOHOMEMDEMELO;Av. Mário Homem de Melo 79 Centro 69301200;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Roraima;INSS_BOAVISTA_/30;Rua Glaycon de Paiva 132 Centro 69301250;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Roraima;INSS_RORAINOPOLIS;Rua Valdenor Maciel 347 Centro 69373000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Roraima;INSS_CARACARAI;Av. Doutor Zanny 1213 Centro 69360000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;MINISTERIODO_TRABALHO_CORRENTE;Rua Getúlio Vargas 161 CENTRO - 64.980-000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INSS_BARRAS;Rua Marechal Pires Ferreira S/Nº Centro 64290000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INSS_CORRENTE_2;Avenida Manoel Lourenço Cavalcante - Corrente/PI - 64980-000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INSS_BATALHA;Avenida Inácio Farias S/Nº Centro 64190000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INSS_LUZILANDIA;Rua 28 de Julho 399 Centro 64160000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INSS_VALENCADOPIAUI;Rua Eurípedes Martins 274 Centro 64300000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INSS_COCALDAESTACAO;Rua Reinaldo Marques S/Nº Centro 64235000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INSS_CURIMATA;Avenida Barão do Paraim 89 Centro 64960000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_TIMBAUBA;Rua Alcedo Marrocos S/Nº Centro 55870000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_SAOJOAO;Rua Julio Miguel da Silva; Park Brasília 8 Centro 55435000;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_IPUBI;Rua Frei Damião S/Nº Centro 56260000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_VICENCIA;Lote 105; nº 273; Quadra 10; Setor 305 # PE 074 273 Centro 55850-000 - Vicência;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;ATIVACAO_SUSPENSA_CIRCUITO_Afranio;Rua José Aureliano Rodrigues S/Nº Centro 56.360-000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_ITAMARACA;Rua João de Barros S/Nº Baixa Verde 53900970;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_BOMCONSELHO;Praça Dom Pedro II 67 Centro 55330000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_SAOJOAQUIM_DOMONTE;Prolongamento da Av. Presidente Kennedy S/Nº Centro 55670000;;;;
